표준코드,단축코드,한글 종목명,한글 종목약명,영문 종목명,상장일,시장구분,증권구분,소속부,주식종류,액면가,상장주식수
KR7101400000,101400,엔시트론,엔시트론,"N CITRON, INC.",2009/03/31,KOSDAQ,주권,중견기업부,보통주,500,"59,186,224"
KR7391060001,391060,엔에이치기업인수목적20호,엔에이치스팩20호,NH SPECIAL PURPOSE ACQUISITION 20 COMPANY,2021/10/05,KOSDAQ,주권,SPAC(소속부없음),보통주,500,"5,100,000"
KR7422040006,422040,엔에이치기업인수목적23호,엔에이치스팩23호,NH SPECIAL PURPOSE ACQUISITION 23 COMPANY,2022/06/28,KOSDAQ,주권,SPAC(소속부없음),보통주,100,"7,160,000"
KR7437780000,437780,엔에이치기업인수목적24호,엔에이치스팩24호,NH SPECIAL PURPOSE ACQUISITION 24 COMPANY,2022/10/20,KOSDAQ,주권,SPAC(소속부없음),보통주,100,"5,030,000"
KR7438580003,438580,엔에이치기업인수목적25호,엔에이치스팩25호,NH SPECIAL PURPOSE ACQUISITION 25 COMPANY,2022/11/03,KOSDAQ,주권,SPAC(소속부없음),보통주,100,"3,020,000"
KR7439410002,439410,엔에이치기업인수목적26호,엔에이치스팩26호,NH SPECIAL PURPOSE ACQUISITION 26 COMPANY,2022/12/01,KOSDAQ,주권,SPAC(소속부없음),보통주,100,"8,800,000"
KR7440820009,440820,엔에이치기업인수목적27호,엔에이치스팩27호,NH SPECIAL PURPOSE ACQUISITION 27 COMPANY,2022/12/16,KOSDAQ,주권,SPAC(소속부없음),보통주,100,"7,800,000"
KR7451700009,451700,엔에이치기업인수목적29호,엔에이치스팩29호,NH SPECIAL PURPOSE ACQUISITION 29 COMPANY,2023/06/23,KOSDAQ,주권,SPAC(소속부없음),보통주,100,"14,350,000"
KR7466910007,466910,엔에이치기업인수목적30호,엔에이치스팩30호,NH SPECIAL PURPOSE ACQUISITION 30 COMPANY,2023/12/01,KOSDAQ,주권,SPAC(소속부없음),보통주,100,"9,100,000"
KR7104200001,104200,엔에이치엔벅스,NHN벅스,NHN BUGS Corporation,2009/10/06,KOSDAQ,주권,중견기업부,보통주,500,"14,827,550"
KR7060250008,060250,엔에이치엔케이씨피,NHN KCP,NHN KCP,2002/01/08,KOSDAQ GLOBAL,주권,우량기업부,보통주,500,"40,160,611"
KR7265740001,265740,엔에프씨,엔에프씨,NFC Corporation,2020/12/02,KOSDAQ,주권,중견기업부,보통주,100,"8,931,800"
KR7053290003,053290,엔이능률,NE능률,"NE Neungyule, Inc.",2002/12/10,KOSDAQ,주권,우량기업부,보통주,500,"16,526,307"
KR7354200008,354200,엔젠바이오,엔젠바이오,"NGeneBio Co., Ltd.",2020/12/10,KOSDAQ,주권,기술성장기업부,보통주,"1,000","12,889,227"
KR7419080007,419080,엔젯,엔젯,"ENJET Co.,LTD",2022/11/18,KOSDAQ,주권,기술성장기업부,보통주,500,"10,517,817"
KR7208860007,208860,엔지스테크널러지,엔지스테크널러지,"EnGIS Technologies, Inc.",2016/07/28,KOSDAQ,주권,투자주의환기종목(소속부없음),보통주,500,"11,443,863"
KR7183490002,183490,엔지켐생명과학,엔지켐생명과학,ENZYCHEM LIFESCIENCES CORPORATION,2018/02/21,KOSDAQ,주권,기술성장기업부,보통주,500,"85,065,562"
KR7182400002,182400,엔케이맥스,엔케이맥스,"NKMAX Co., Ltd.",2015/10/23,KOSDAQ,주권,기술성장기업부,보통주,500,"82,869,691"
KR7348370008,348370,엔켐,엔켐,"Enchem Co., Ltd.",2021/11/01,KOSDAQ,주권,벤처기업부,보통주,500,"16,608,501"
KR7058450008,058450,엔터파트너즈,엔터파트너즈,Enterpartners,2002/01/17,KOSDAQ,주권,중견기업부,보통주,500,"11,546,620"
KR7069410009,069410,엔텔스,엔텔스,"nTels Co., Ltd.",2007/06/20,KOSDAQ,주권,벤처기업부,보통주,500,"10,244,824"
KR7227950003,227950,엔투텍,엔투텍,"N2TECH CO.,LTD",2015/11/18,KOSDAQ,주권,중견기업부,보통주,100,"103,575,530"
KR7291230001,291230,엔피,엔피,NP,2018/09/13,KOSDAQ,주권,중견기업부,보통주,100,"43,740,409"
KR7198080004,198080,엔피디,엔피디,"NPD Co.,Ltd.",2020/03/16,KOSDAQ,주권,중견기업부,보통주,500,"21,535,185"
KR7222160004,222160,엔피엑스,NPX,NPX,2021/11/18,KOSDAQ,주권,기술성장기업부,보통주,500,"8,245,366"
KR7048830004,048830,엔피케이,엔피케이,"NPK CO., LTD",2000/10/12,KOSDAQ,주권,중견기업부,보통주,500,"18,723,923"
KR7096870001,096870,엘디티,엘디티,LDT Inc.,2008/05/02,KOSDAQ,주권,벤처기업부,보통주,500,"6,678,400"
KR7376190005,376190,엘비루셈,LB루셈,LB Lusem,2021/06/11,KOSDAQ,주권,중견기업부,보통주,500,"24,600,000"
KR7061970000,061970,엘비세미콘,LB세미콘,LB SEMICON,2011/01/31,KOSDAQ,주권,우량기업부,보통주,500,"43,784,592"
KR7309960003,309960,엘비인베스트먼트,LB인베스트먼트,LB Investment Inc.,2023/03/29,KOSDAQ,주권,중견기업부,보통주,"1,000","23,217,239"
KR7290650001,290650,엘앤씨바이오,엘앤씨바이오,L&C BIO,2018/11/01,KOSDAQ,주권,벤처기업부,보통주,500,"22,684,891"
KR7066970005,066970,엘앤에프,엘앤에프,"L&F CO., LTD",2003/01/02,KOSDAQ GLOBAL,주권,우량기업부,보통주,500,"36,247,825"
KR7156100000,156100,엘앤케이바이오메드,엘앤케이바이오,"L&K BIOMED CO., LTD.",2016/11/30,KOSDAQ,주권,벤처기업부,보통주,500,"19,936,743"
KR7060370004,060370,엘에스마린솔루션,LS마린솔루션,LS Marine Solution,2002/02/15,KOSDAQ,주권,중견기업부,보통주,"1,000","25,938,232"
KR7417200003,417200,엘에스머트리얼즈,LS머트리얼즈,"LS Materials Co.,Ltd.",2023/12/12,KOSDAQ,주권,중견기업부,보통주,500,"67,652,659"
KR7073110009,073110,엘엠에스,엘엠에스,"LMS Co.,Ltd.",2007/10/12,KOSDAQ,주권,중견기업부,보통주,500,"8,895,755"
KR7083310003,083310,엘오티베큠,엘오티베큠,"LOT Vacuum. Co., Ltd.",2005/10/05,KOSDAQ,주권,우량기업부,보통주,500,"17,810,033"
KR7037950003,037950,엘컴텍,엘컴텍,"ELCOMTEC CO.,LTD",2000/08/24,KOSDAQ,주권,중견기업부,보통주,500,"84,447,519"
KR7170920003,170920,엘티씨,엘티씨,"LTC Co., LTD.",2013/10/08,KOSDAQ,주권,벤처기업부,보통주,500,"9,657,208"
KR7058630005,058630,엠게임,엠게임,Mgame Corp.,2008/12/19,KOSDAQ,주권,우량기업부,보통주,500,"19,543,877"
KR7058970005,058970,엠로,엠로,"EMRO., Incorporated",2021/08/13,KOSDAQ,주권,기술성장기업부,보통주,500,"11,212,120"
KR7019590009,019590,엠벤처투자,엠벤처투자,"M-VENTURE INVESTMENT, INC.",1989/03/14,KOSDAQ,주권,중견기업부,보통주,500,"113,966,542"
KR7373170000,373170,엠아이큐브솔루션,엠아이큐브솔루션,"MICUBE SOLUTION, INC.",2023/08/04,KOSDAQ,주권,벤처기업부,보통주,100,"4,987,730"
KR7179290002,179290,엠아이텍,엠아이텍,"MITECH CO., LTD.",2018/11/29,KOSDAQ,주권,우량기업부,보통주,500,"32,275,678"
KR7009780008,009780,엠에스씨,엠에스씨,MSC,1993/10/12,KOSDAQ,주권,우량기업부,보통주,500,"17,600,000"
KR7123040008,123040,엠에스오토텍,엠에스오토텍,"MS AUTOTECH COMPANY, LIMITED",2010/08/06,KOSDAQ,주권,중견기업부,보통주,500,"45,658,277"
KR7323230003,323230,엠에프엠코리아,엠에프엠코리아,"MFM KOREA Co., Ltd.",2019/06/19,KOSDAQ,주권,중견기업부,보통주,100,"43,245,294"
KR7032790008,032790,엠젠솔루션,엠젠솔루션,MGEN SOLUTIONS,1997/06/26,KOSDAQ,주권,벤처기업부,보통주,500,"41,756,563"
KR7033160003,033160,엠케이전자,엠케이전자,MKElectron,1997/11/10,KOSDAQ,주권,우량기업부,보통주,500,"22,066,331"
KR7347890006,347890,엠투아이코퍼레이션,엠투아이,M2I CORPORATION,2020/07/29,KOSDAQ,주권,벤처기업부,보통주,100,"16,913,204"
KR7033310004,033310,엠투엔,엠투엔,"M2N Co.,Ltd",1997/11/10,KOSDAQ,주권,중견기업부,보통주,500,"40,342,231"
KR7259630002,259630,엠플러스,엠플러스,mPlus Corp,2017/09/20,KOSDAQ,주권,벤처기업부,보통주,500,"12,282,402"
KR7115960007,115960,연우,연우,"YONWOO CO., LTD",2015/11/02,KOSDAQ,주권,우량기업부,보통주,500,"12,398,000"
KR7060850005,060850,영림원소프트랩,영림원소프트랩,"YoungLimWon SoftLab. Co., Ltd.",2020/08/12,KOSDAQ,주권,벤처기업부,보통주,500,"8,131,000"
KR7143540003,143540,영우디에스피,영우디에스피,"YoungWoo DSP Co.,Ltd.",2014/10/29,KOSDAQ,주권,벤처기업부,보통주,500,"44,599,895"
KR7036560001,036560,영풍정밀,영풍정밀,YOUNG POONG PRECISION CORPORATION,1999/12/28,KOSDAQ,주권,우량기업부,보통주,500,"15,750,000"
KR7265560003,265560,영화테크,영화테크,"Younghwa Tech Co., Ltd.",2017/10/26,KOSDAQ,주권,벤처기업부,보통주,500,"10,690,180"
KR7036000008,036000,예림당,예림당,"YeaRimDang Publishing Co., Ltd.",1999/11/30,KOSDAQ,주권,중견기업부,보통주,500,"23,034,277"
KR7250930005,250930,예선테크,예선테크,"YeSUN Tech Co., Ltd.",2016/09/29,KOSDAQ,주권,벤처기업부,보통주,100,"33,000,440"
KR7053280004,053280,예스이십사,예스24,"YES24 Co.,Ltd",2008/05/07,KOSDAQ,주권,우량기업부,보통주,500,"25,000,000"
KR7122640006,122640,예스티,예스티,"YEST Co.,Ltd.",2015/12/16,KOSDAQ,주권,벤처기업부,보통주,500,"19,044,342"
HK0000312568,900300,오가닉티코스메틱스홀딩스컴퍼니리미티드,오가닉티코스메틱,ORGANIC TEA COSMETICS HOLDINGS COMPANY LIMITED,2016/11/04,KOSDAQ,외국주권,투자주의환기종목(소속부없음),보통주,무액면,"245,263,481"
KR7045060001,045060,오공,오공,OKONG Corporation,2000/08/10,KOSDAQ,주권,우량기업부,보통주,500,"16,941,974"
KR7080520000,080520,오디텍,오디텍,ODTech,2007/10/08,KOSDAQ,주권,벤처기업부,보통주,500,"11,746,609"
KR7039830005,039830,오로라월드,오로라,AURORA WORLD Corporation,2001/01/03,KOSDAQ,주권,우량기업부,보통주,500,"10,762,890"
KR7322310004,322310,오로스테크놀로지,오로스테크놀로지,"AUROS TECHNOLOGY, INC.",2021/02/24,KOSDAQ,주권,벤처기업부,보통주,500,"9,366,542"
KR7046120002,046120,오르비텍,오르비텍,"Orbitech Co., Ltd.",2010/06/15,KOSDAQ,주권,중견기업부,보통주,500,"27,068,824"
KR7014940001,014940,오리엔탈정공,오리엔탈정공,"ORIENTAL PRECISION & ENGINEERING CO.,LTD",2001/12/26,KOSDAQ,주권,우량기업부,보통주,500,"45,573,661"
KR7065500001,065500,오리엔트정공,오리엔트정공,Orient Precision Industries Inc.,2002/09/19,KOSDAQ,주권,중견기업부,보통주,500,"31,742,912"
KR7010470003,010470,오리콤,오리콤,ORICOM Inc.,2000/10/24,KOSDAQ,주권,우량기업부,보통주,"1,000","11,975,050"
KR7417860004,417860,오브젠,오브젠,OBZEN Inc.,2023/01/30,KOSDAQ,주권,기술성장기업부,보통주,500,"3,904,850"
KR7352910004,352910,오비고,오비고,Obigo Inc.,2021/07/13,KOSDAQ,주권,기술성장기업부,보통주,500,"12,194,808"
KR7053980009,053980,오상자이엘,오상자이엘,"OSANGJAIEL Co., Ltd",2002/04/09,KOSDAQ,주권,우량기업부,보통주,500,"17,747,882"
KR7052420007,052420,오성첨단소재,오성첨단소재,"OSUNG ADVANCED MATERIALS CO., LTD.",2001/08/07,KOSDAQ,주권,중견기업부,보통주,500,"83,301,881"
KR7241790005,241790,오션브릿지,오션브릿지,"OCEANBRIDGE CO., LTD",2016/12/01,KOSDAQ,주권,우량기업부,보통주,500,"10,002,634"
KR7039200001,039200,오스코텍,오스코텍,OSCOTEC Inc.,2007/01/17,KOSDAQ,주권,벤처기업부,보통주,500,"37,983,958"
KR7031510001,031510,오스템,오스템,"AUSTEM CO.,LTD",1997/02/12,KOSDAQ,주권,중견기업부,보통주,500,"28,000,000"
KR7368970000,368970,오에스피,오에스피,"OSP Co., Ltd",2022/10/14,KOSDAQ,주권,벤처기업부,보통주,500,"9,346,160"
KR7138080007,138080,오이솔루션,오이솔루션,"OE Solutions Co., Ltd.",2014/02/27,KOSDAQ,주권,우량기업부,보통주,500,"10,624,095"
KR7080580004,080580,오킨스전자,오킨스전자,"OKins Electronics Co.,Ltd.",2014/12/24,KOSDAQ,주권,우량기업부,보통주,500,"17,679,298"
KR7067170001,067170,오텍,오텍,Autech Corporation,2003/11/14,KOSDAQ,주권,중견기업부,보통주,500,"15,391,605"
KR7353590003,353590,오토앤,오토앤,AUTO& Inc.,2022/01/20,KOSDAQ,주권,중견기업부,보통주,500,"12,875,570"
KR7173130006,173130,오파스넷,오파스넷,"OPASNET co., Ltd",2018/08/24,KOSDAQ,주권,중견기업부,보통주,500,"11,860,430"
KR7049480007,049480,오픈베이스,오픈베이스,"Openbase, Inc.",2001/01/09,KOSDAQ,주권,우량기업부,보통주,500,"31,422,383"
KR7394280002,394280,오픈엣지테크놀로지,오픈엣지테크놀로지,"Openedges Technology, Inc.",2022/09/26,KOSDAQ,주권,기술성장기업부,보통주,100,"21,459,810"
KR7309930006,309930,오하임앤컴퍼니,오하임앤컴퍼니,OHEIM & Company,2018/12/20,KOSDAQ,주권,중견기업부,보통주,100,"21,275,390"
KR7244460002,244460,올리패스,올리패스,OLIPASS Corporation,2019/09/20,KOSDAQ,주권,투자주의환기종목(소속부없음),보통주,500,"30,852,403"
KR7226950004,226950,올릭스,올릭스,"Olix Pharmaceuticals, Inc.",2018/07/18,KOSDAQ,주권,기술성장기업부,보통주,500,"16,019,759"
KR7057540007,057540,옴니시스템,옴니시스템,"Omnisystem Co., Ltd",2007/09/19,KOSDAQ,주권,중견기업부,보통주,500,"61,449,355"
KR7131030009,131030,옵투스제약,옵투스제약,OPTUS Pharmaceutical,2010/12/03,KOSDAQ,주권,우량기업부,보통주,500,"16,153,162"
KR7082210006,082210,옵트론텍,옵트론텍,OPTRONTEC Inc.,2005/06/24,KOSDAQ,주권,중견기업부,보통주,500,"24,483,945"
KR7109080002,109080,옵티시스,옵티시스,"OPTICIS CO., LTD.",2011/07/12,KOSDAQ,주권,벤처기업부,보통주,500,"5,636,000"
KR7380540005,380540,옵티코어,옵티코어,OptiCore,2022/12/29,KOSDAQ,주권,벤처기업부,보통주,100,"28,612,096"
KR7153710009,153710,옵티팜,옵티팜,"Optipharm. CO., LTD",2018/10/26,KOSDAQ,주권,기술성장기업부,보통주,500,"14,669,958"
KR7051390003,051390,와이더블유,YW,YW COMPANY LIMITED,2001/11/15,KOSDAQ,주권,중견기업부,보통주,500,"11,355,368"
KR7321820003,321820,와이더플래닛,와이더플래닛,Wider Planet Inc.,2021/02/03,KOSDAQ,주권,기술성장기업부,보통주,500,"13,366,460"
KR7432430007,432430,와이랩,와이랩,YLAB Corporation,2023/07/20,KOSDAQ,주권,기술성장기업부,보통주,500,"16,014,820"
KR7338840002,338840,와이바이오로직스,와이바이오로직스,"Y-Biologics, Inc",2023/12/05,KOSDAQ,주권,기술성장기업부,보통주,500,"14,762,726"
KR7057030009,057030,와이비엠넷,YBM넷,"YBM NET, Inc.",2004/06/08,KOSDAQ,주권,중견기업부,보통주,500,"16,312,697"
KR7122990005,122990,와이솔,와이솔,"WiSoL CO., LTD.",2010/09/10,KOSDAQ,주권,우량기업부,보통주,500,"28,186,941"
KR7112290002,112290,와이씨켐,와이씨켐,YCCHEM,2022/07/14,KOSDAQ,주권,기술성장기업부,보통주,"1,000","10,110,545"
KR7232140004,232140,와이아이케이,와이아이케이,YIK Corporation,2015/12/24,KOSDAQ,주권,우량기업부,보통주,100,"82,045,350"
KR7065530008,065530,와이어블,와이어블,Wiable,2002/06/04,KOSDAQ,주권,중견기업부,보통주,500,"52,860,000"
KR7067900001,067900,와이엔텍,와이엔텍,"Y-ENTEC CO.,LTD.",2005/12/23,KOSDAQ,주권,우량기업부,보통주,500,"18,199,659"
KR7007530009,007530,와이엠,와이엠,YM,1994/08/05,KOSDAQ,주권,중견기업부,보통주,500,"19,174,452"
KR7155650005,155650,와이엠씨,와이엠씨,"YMC Co., Ltd.",2012/11/15,KOSDAQ,주권,우량기업부,보통주,500,"19,474,358"
KR7273640003,273640,와이엠텍,와이엠텍,"YM Tech Co., Ltd.",2021/09/10,KOSDAQ,주권,벤처기업부,보통주,500,"10,966,000"
KR7251370003,251370,와이엠티,와이엠티,"YMT CO., LTD.",2017/04/27,KOSDAQ,주권,우량기업부,보통주,500,"16,314,464"
KR7066430000,066430,와이오엠,와이오엠,"Y-OPTICS MANUFACTURE Co., Ltd.",2002/12/24,KOSDAQ,주권,중견기업부,보통주,500,"39,153,476"
KR7193250008,193250,와이제이엠게임즈,와이제이엠게임즈,"YJM Games Co., Ltd.",2014/12/29,KOSDAQ,주권,중견기업부,보통주,100,"63,323,377"
KR7273060004,273060,와이즈버즈,와이즈버즈,Wise birds Inc.,2017/08/07,KOSDAQ,주권,중견기업부,보통주,100,"50,459,582"
KR7019210004,019210,와이지-원,와이지-원,"YG-1 CO., LTD",1997/08/06,KOSDAQ,주권,우량기업부,보통주,500,"30,573,819"
KR7122870009,122870,와이지엔터테인먼트,와이지엔터테인먼트,YG Entertainment Inc.,2011/11/23,KOSDAQ,주권,우량기업부,보통주,500,"18,689,089"
KR7040300006,040300,와이티엔,YTN,YTN,2001/09/04,KOSDAQ,주권,우량기업부,보통주,"1,000","42,000,000"
KR7332570001,332570,와이팜,와이팜,Wireless Amplifier Module Inc.,2020/07/31,KOSDAQ,주권,벤처기업부,보통주,500,"39,439,356"
KR7079000006,079000,와토스 코리아,와토스코리아,"WATOS COREA CO.,LTD",2005/11/15,KOSDAQ,주권,중견기업부,보통주,500,"7,200,000"
KR7032820003,032820,우리기술,우리기술,"Woori Technology, Incorporation",2000/06/22,KOSDAQ,주권,벤처기업부,보통주,500,"153,819,262"
KR7041190000,041190,우리기술투자,우리기술투자,"Woori Technology Investment Co., Ltd",2000/06/09,KOSDAQ,주권,우량기업부,보통주,500,"84,000,000"
KR7115440000,115440,우리넷,우리넷,"Woori-Net Co., Ltd.",2010/01/27,KOSDAQ,주권,벤처기업부,보통주,500,"10,754,239"
KR7046970000,046970,우리로,우리로,"WOORIRO CO., LTD",2012/11/27,KOSDAQ,주권,벤처기업부,보통주,500,"43,824,999"
KR7082850009,082850,우리바이오,우리바이오,"WOOREE BIO CO., LTD",2005/07/29,KOSDAQ,주권,중견기업부,보통주,500,"48,436,578"
KR7215360009,215360,우리산업,우리산업,"WOORY INDUSTRIAL CO.,LTD.",2015/05/06,KOSDAQ,주권,중견기업부,보통주,500,"9,132,163"
KR7072470008,072470,우리산업홀딩스,우리산업홀딩스,"WOORY INDUSTRIAL HOLDINGS CO.,LTD.",2003/10/28,KOSDAQ,주권,중견기업부,보통주,500,"18,887,341"
KR7073560005,073560,우리손에프앤지 농업회사법인,우리손에프앤지,"Woorison F&G CO., LTD.",2016/07/27,KOSDAQ,주권,우량기업부,보통주,500,"69,237,643"
KR7037400009,037400,우리엔터프라이즈,우리엔터프라이즈,WOOREE ENTERPRISE,1999/12/16,KOSDAQ,주권,중견기업부,보통주,500,"26,223,346"
KR7153490008,153490,우리이앤엘,우리이앤엘,"WOOREE E&L CO.,Ltd.",2013/02/05,KOSDAQ,주권,우량기업부,보통주,500,"51,480,000"
KR7101170009,101170,우림피티에스,우림피티에스,WOORIM POWER TRAIN SOLUTION,2009/04/28,KOSDAQ,주권,벤처기업부,보통주,500,"13,500,000"
KR7066590001,066590,우수AMS,우수AMS,"WOOSU AMS CO., LTD.",2003/02/12,KOSDAQ,주권,중견기업부,보통주,500,"39,073,104"
KR7103840005,103840,우양,우양,"WOOYANG CO., LTD.",2019/11/20,KOSDAQ,주권,중견기업부,보통주,100,"16,366,428"
KR7046940003,046940,우원개발,우원개발,"Woowon Development Co., Ltd.",2002/06/18,KOSDAQ,주권,우량기업부,보통주,500,"18,074,350"
KR7215380007,215380,우정바이오,우정바이오,"WOOJUNG BIO, Inc.",2015/05/18,KOSDAQ,주권,벤처기업부,보통주,500,"12,957,511"
KR7065680001,065680,우주일렉트로닉스,우주일렉트로,"UJU ELECTRONICS CO., LTD",2004/01/02,KOSDAQ,주권,우량기업부,보통주,500,"9,530,000"
KR7018620005,018620,우진비앤지,우진비앤지,"WooGene B&G CO., Ltd",2008/05/20,KOSDAQ,주권,중견기업부,보통주,500,"28,889,293"
KR7396470007,396470,워트 주식회사,워트,"WOT.CO.,LTD.",2023/10/26,KOSDAQ,주권,중견기업부,보통주,100,"16,120,000"
KR7307280008,307280,원바이오젠,원바이오젠,Wonbiogen,2018/12/05,KOSDAQ,주권,벤처기업부,보통주,100,"36,959,013"
KR7032940009,032940,원익,원익,WonIk,1997/07/18,KOSDAQ,주권,중견기업부,보통주,500,"18,193,230"
KR7104830005,104830,원익머트리얼즈,원익머트리얼즈,"WONIK Materials Co., Ltd.",2011/12/28,KOSDAQ,주권,우량기업부,보통주,500,"12,608,000"
KR7240810002,240810,원익아이피에스,원익IPS,"WONIK IPS Co.,Ltd.",2016/05/02,KOSDAQ GLOBAL,주권,우량기업부,보통주,500,"49,083,901"
KR7014190003,014190,원익큐브,원익큐브,WONIK CUBE Corp.,1996/04/26,KOSDAQ,주권,우량기업부,보통주,500,"35,399,906"
KR7074600008,074600,원익큐엔씨,원익QnC,WONIK QnC CORPORATION,2003/12/12,KOSDAQ GLOBAL,주권,우량기업부,보통주,500,"26,288,000"
KR7217820000,217820,원익피앤이,원익피앤이,WONIK PNE,2015/12/07,KOSDAQ,주권,우량기업부,보통주,500,"47,454,559"
KR7030530000,030530,원익홀딩스,원익홀딩스,"WONIK HOLDINGS CO.,LTD.",1996/09/24,KOSDAQ,주권,우량기업부,보통주,500,"77,237,981"
KR7012620001,012620,원일특강,원일특강,WonilSpecialSteel,1994/06/28,KOSDAQ,주권,우량기업부,보통주,500,"4,400,000"
KR7382840007,382840,원준,원준,"Onejoon Co., Ltd.",2021/10/07,KOSDAQ,주권,벤처기업부,보통주,100,"15,271,581"
KR7336570007,336570,원텍,원텍,WONTECH,2019/12/19,KOSDAQ,주권,기술성장기업부,보통주,100,"88,173,915"
KR7376980009,376980,원티드랩,원티드랩,Wanted Lab Inc.,2021/08/11,KOSDAQ,주권,기술성장기업부,보통주,500,"9,456,696"
KR7008370009,008370,원풍,원풍,WonpoongCorporation,1992/12/18,KOSDAQ,주권,우량기업부,보통주,500,"12,000,000"
KR7008290009,008290,원풍물산,원풍물산,WonpungMulsan,1997/07/18,KOSDAQ,주권,중견기업부,보통주,500,"40,693,679"
KR7101160000,101160,월덱스,월덱스,"WORLDEX INDUSTRY & TRADING CO., LTD",2008/06/19,KOSDAQ,주권,우량기업부,보통주,500,"16,510,993"
KR7064090004,064090,웨스트라이즈,웨스트라이즈,Westrise,2002/12/17,KOSDAQ,주권,관리종목(소속부없음),보통주,500,"30,547,639"
KR7336060009,336060,웨이버스,웨이버스,WAVUS,2019/11/28,KOSDAQ,주권,벤처기업부,보통주,100,"48,155,200"
KR7095270005,095270,웨이브일렉트로닉스,웨이브일렉트로,"Wave Electronics Co., Ltd.",2007/09/12,KOSDAQ,주권,벤처기업부,보통주,500,"14,971,256"
KR7065950008,065950,웰크론,웰크론,Welcron Company Limited,2003/07/29,KOSDAQ,주권,우량기업부,보통주,500,"28,231,302"
KR7076080001,076080,웰크론한텍,웰크론한텍,"WELCRON HANTEC CO.,LTD.",2008/07/18,KOSDAQ,주권,중견기업부,보통주,500,"22,594,156"
KR7043590009,043590,웰킵스하이텍,웰킵스하이텍,WELKEEPS HITECH,2001/12/20,KOSDAQ,주권,중견기업부,보통주,500,"27,121,387"
KR7196700009,196700,웹스,웹스,"WAPS Co., Ltd.",2015/08/24,KOSDAQ,주권,벤처기업부,보통주,500,"14,364,144"
KR7069080000,069080,웹젠,웹젠,Webzen Inc.,2003/05/23,KOSDAQ GLOBAL,주권,우량기업부,보통주,500,"34,950,884"
KR7053580007,053580,웹케시,웹케시,WebCash Corporation,2019/01/25,KOSDAQ,주권,우량기업부,보통주,500,"13,636,248"
KR7071460000,071460,위니아,위니아,WINIA,2016/07/14,KOSDAQ,주권,관리종목(소속부없음),보통주,500,"35,967,295"
KR7377460001,377460,위니아에이드,위니아에이드,"WINIA AID CO.,LTD.",2022/06/23,KOSDAQ,주권,관리종목(소속부없음),보통주,500,"15,393,405"
KR7044340008,044340,위닉스,위닉스,WINIX INC.,2000/10/24,KOSDAQ,주권,우량기업부,보통주,500,"17,873,425"
KR7330350000,330350,위더스제약,위더스제약,"Withus Pharmaceutical. Co., LTD",2020/07/03,KOSDAQ,주권,우량기업부,보통주,200,"13,192,778"
KR7348350000,348350,위드텍,위드텍,"WITHTECH, Inc.",2020/10/30,KOSDAQ,주권,우량기업부,보통주,500,"10,183,600"
KR7112040001,112040,위메이드,위메이드,"Wemade Co., Ltd.",2009/12/18,KOSDAQ,주권,우량기업부,보통주,500,"33,897,976"
KR7101730000,101730,위메이드맥스,위메이드맥스,Wemade Max,2009/06/03,KOSDAQ,주권,중견기업부,보통주,500,"33,295,292"
KR7123420002,123420,위메이드플레이,위메이드플레이,Wemade Play,2010/11/10,KOSDAQ,주권,우량기업부,보통주,500,"11,469,842"
KR7065370009,065370,위세아이텍,위세아이텍,"WISE iTech Co., Ltd.",2020/02/10,KOSDAQ,주권,중견기업부,보통주,500,"7,383,954"
KR7038620001,038620,위즈코프,위즈코프,"WIZ CORP, Inc.",2000/05/04,KOSDAQ,주권,벤처기업부,보통주,500,"66,546,465"
KR7299900001,299900,위지윅스튜디오,위지윅스튜디오,"WYSIWYG STUDIOS CO., LTD.",2018/12/20,KOSDAQ,주권,중견기업부,보통주,500,"171,048,884"
KR7036090009,036090,위지트,위지트,"WIZIT Co., Ltd.",1999/12/10,KOSDAQ,주권,중견기업부,보통주,500,"118,392,284"
KR7136540002,136540,윈스,윈스,"Wins co., Ltd.",2011/05/02,KOSDAQ,주권,우량기업부,보통주,500,"13,864,162"
KR7320000003,320000,윈텍,윈텍,"WINTEC Co.,Ltd.",2019/09/18,KOSDAQ,주권,벤처기업부,보통주,100,"18,499,148"
KR7097800007,097800,윈팩,윈팩,WINPAC INC.,2013/03/07,KOSDAQ,주권,중견기업부,보통주,500,"59,584,496"
KR7192390003,192390,윈하이텍,윈하이텍,"WINHITECH CO., Ltd.",2014/07/25,KOSDAQ,주권,벤처기업부,보통주,500,"10,924,991"
KR7313760001,313760,윌링스,윌링스,"WILLINGS CO., LTD.",2019/07/25,KOSDAQ,주권,중견기업부,보통주,500,"5,788,881"
KR7335870002,335870,윙스풋,윙스풋,WINGS FOOT,2019/12/09,KOSDAQ,주권,중견기업부,보통주,100,"16,681,422"
HK0000449303,900340,윙입푸드홀딩스,윙입푸드,WING YIP FOOD HOLDINGS GROUP,2018/11/30,KOSDAQ,외국주권,외국기업(소속부없음),보통주,무액면,"47,973,428"
KR7036200004,036200,유니셈,유니셈,UNION SEMICONDUCTOR EQUIPMENT&MATERIALS,1999/12/10,KOSDAQ,주권,우량기업부,보통주,500,"30,664,223"
KR7018000000,018000,유니슨,유니슨,"UNISON CO., LTD.",1996/01/10,KOSDAQ,주권,중견기업부,보통주,500,"126,337,856"
